cite,cited,subgraph_1hop,subgraph_2hop,subgraph_3hop
4330,949217,"[[6913, 12330, 12638, 284025, 340078], [4330, 949217, 4330, 949217, 949217]]","[[910, 910, 2702, 6913, 12330, 12439, 12631, 12638, 12638, 93555, 93555, 93555, 119761, 119761, 143801, 284025, 284025, 340078, 646286, 646289], [12439, 340078, 12330, 4330, 949217, 340078, 12638, 119761, 4330, 119761, 143801, 284025, 143801, 284025, 284025, 119761, 949217, 949217, 6913, 6913]]","[[906, 910, 910, 910, 910, 1365, 1365, 2702, 5462, 5869, 6898, 6913, 12330, 12439, 12631, 12631, 12638, 12638, 12638, 16819, 16819, 22563, 22563, 25702, 36140, 36140, 77758, 93555, 93555, 93555, 93555, 119761, 119761, 126927, 143801, 284023, 284025, 284025, 340078, 642681, 642894, 643221, 643221, 643221, 643221, 646286, 646289], [910, 12439, 340078, 5462, 5869, 77758, 93555, 12330, 910, 910, 12631, 4330, 949217, 340078, 12638, 6898, 119761, 4330, 6898, 643221, 646286, 12439, 36140, 910, 12439, 22563, 910, 119761, 143801, 284023, 284025, 143801, 284025, 646286, 284025, 119761, 119761, 949217, 949217, 646286, 646286, 126927, 16819, 642894, 646286, 6913, 6913]]"
4335,1104300,"[[41216], [1104300]]","[[4335, 41216, 62417], [62417, 1104300, 41216]]","[[4335, 41216, 62417], [62417, 1104300, 41216]]"
4335,1140547,"[[4335, 35922], [35922, 1140547]]","[[3229, 4335, 28957, 35922, 35922, 50336], [35922, 35922, 35922, 1140547, 50336, 35922]]","[[3229, 4335, 6184, 6818, 28957, 29492, 29492, 30817, 35922, 35922, 50336, 144408], [35922, 35922, 3229, 50336, 35922, 144408, 3229, 3229, 1140547, 50336, 35922, 3229]]"
4335,32698,"[[4335, 19697, 19697, 32698, 95718, 95719], [95718, 32698, 95718, 95719, 32698, 32698]]","[[4335, 4335, 19697, 19697, 19697, 24966, 24966, 24966, 32698, 71904, 71904, 95718, 95719, 239800], [239800, 95718, 239800, 32698, 95718, 19697, 239800, 95719, 95719, 239800, 95718, 32698, 32698, 95718]]","[[4335, 4335, 19697, 19697, 19697, 24966, 24966, 24966, 32698, 71904, 71904, 95718, 95719, 239800], [239800, 95718, 239800, 32698, 95718, 19697, 239800, 95719, 95719, 239800, 95718, 32698, 32698, 95718]]"
4335,62274,"[[32260, 50381, 62274, 62274], [62274, 62274, 32260, 50381]]","[[1717, 4335, 28632, 32260, 50381, 51180, 62274, 62274], [50381, 1717, 32260, 62274, 62274, 50381, 32260, 50381]]","[[1717, 4330, 4330, 4335, 6913, 6913, 12182, 12195, 12195, 28632, 32260, 32688, 38722, 50381, 51180, 51180, 62274, 62274, 67415, 67415, 67415], [50381, 1717, 32688, 1717, 1717, 4330, 28632, 38722, 51180, 32260, 62274, 1717, 51180, 62274, 12195, 50381, 32260, 50381, 12195, 38722, 51180]]"
4335,95718,"[[4335, 19697, 19697, 71904, 71904, 239800], [239800, 239800, 95718, 239800, 95718, 95718]]","[[4335, 19697, 19697, 24966, 24966, 71904, 71904, 239800], [239800, 239800, 95718, 19697, 239800, 239800, 95718, 95718]]","[[4335, 19697, 19697, 24966, 24966, 71904, 71904, 239800], [239800, 239800, 95718, 19697, 239800, 239800, 95718, 95718]]"
4584,1113739,"[[3243, 6163, 6216], [1113739, 1113739, 1113739]]","[[3243, 4584, 4584, 6163, 6213, 6213, 6213, 6213, 6216, 6220, 6220, 6224, 124064, 124064, 124064], [1113739, 124064, 6213, 1113739, 124064, 6163, 6220, 6224, 1113739, 6163, 6224, 6163, 6163, 6220, 6224]]","[[114, 114, 114, 887, 887, 887, 3243, 4584, 4584, 4584, 4584, 6151, 6151, 6163, 6213, 6213, 6213, 6213, 6213, 6213, 6213, 6213, 6214, 6214, 6214, 6215, 6216, 6220, 6220, 6224, 28350, 28412, 28542, 124064, 124064, 124064], [124064, 28350, 6220, 6151, 6213, 6215, 1113739, 124064, 6151, 6213, 6214, 6213, 6214, 1113739, 124064, 28350, 6151, 6163, 6214, 6215, 6220, 6224, 124064, 6215, 6224, 6224, 1113739, 6163, 6224, 6163, 6220, 6220, 124064, 6163, 6220, 6224]]"
4584,1116347,"[[1365, 4584, 6213, 6216, 28249], [1116347, 6213, 1116347, 1116347, 1116347]]","[[887, 887, 1365, 4584, 4584, 6151, 6213, 6213, 6216, 28249], [6151, 6213, 1116347, 6151, 6213, 6213, 1116347, 6151, 1116347, 1116347]]","[[35, 35, 35, 887, 887, 1365, 4584, 4584, 6151, 6213, 6213, 6216, 28249, 198653, 210871, 210871, 210871], [198653, 210871, 887, 6151, 6213, 1116347, 6151, 6213, 6213, 1116347, 6151, 1116347, 1116347, 887, 198653, 35, 887]]"
4584,1120020,"[[4584, 4584, 6213, 13917], [13917, 6213, 1120020, 1120020]]","[[887, 887, 4584, 4584, 4584, 4584, 6151, 6213, 6213, 13885, 13917], [6151, 6213, 13885, 13917, 6151, 6213, 6213, 1120020, 6151, 13917, 1120020]]","[[35, 35, 35, 887, 887, 4584, 4584, 4584, 4584, 6151, 6213, 6213, 13885, 13917, 90888, 198653, 210871, 210871, 210871], [198653, 210871, 887, 6151, 6213, 13885, 13917, 6151, 6213, 6213, 1120020, 6151, 13917, 1120020, 13885, 887, 198653, 35, 887]]"
4584,1128839,"[[1365, 3229], [1128839, 1128839]]","[[1365, 3229, 4584, 6184, 29492, 29492, 30817, 144408], [1128839, 1128839, 6184, 3229, 144408, 3229, 3229, 3229]]","[[1365, 3229, 4584, 4584, 4584, 6184, 6213, 6213, 6214, 19621, 29492, 29492, 30817, 144408, 202639, 231198], [1128839, 1128839, 6184, 6213, 6214, 3229, 6184, 6214, 6184, 6184, 144408, 3229, 3229, 3229, 144408, 144408]]"
4584,1130567,"[[4584, 4584, 4584, 6151, 6151, 6169, 6213, 6213, 6213, 628815], [6151, 6213, 628815, 1130567, 6213, 1130567, 1130567, 6151, 628815, 1130567]]","[[887, 887, 4584, 4584, 4584, 6151, 6151, 6169, 6213, 6213, 6213, 6213, 28227, 628815], [6151, 6213, 6151, 6213, 628815, 1130567, 6213, 1130567, 1130567, 28227, 6151, 628815, 6169, 1130567]]","[[35, 35, 35, 114, 114, 887, 887, 4584, 4584, 4584, 6151, 6151, 6169, 6213, 6213, 6213, 6213, 6213, 28227, 28350, 198653, 210871, 210871, 210871, 628815], [198653, 210871, 887, 28227, 28350, 6151, 6213, 6151, 6213, 628815, 1130567, 6213, 1130567, 1130567, 28227, 28350, 6151, 628815, 6169, 28227, 887, 198653, 35, 887, 1130567]]"
4584,1130600,"[[1365, 1365, 4584, 4584, 6214, 6214, 628500], [1130600, 628500, 6214, 628500, 1130600, 628500, 1130600]]","[[117, 1365, 1365, 1365, 4584, 4584, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6214, 6214, 6214, 188471, 628500, 628500], [6214, 1130600, 188471, 628500, 188471, 6151, 6213, 6214, 628500, 6213, 6214, 6151, 6214, 1130600, 188471, 628500, 628500, 1130600, 188471]]","[[117, 887, 887, 1365, 1365, 1365, 4584, 4584, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6214, 6214, 6214, 188471, 628500, 628500], [6214, 6151, 6213, 1130600, 188471, 628500, 188471, 6151, 6213, 6214, 628500, 6213, 6214, 6151, 6214, 1130600, 188471, 628500, 628500, 1130600, 188471]]"
4584,124064,"[[114, 4584, 4584, 6213, 6213, 6214, 28542], [124064, 6213, 6214, 124064, 6214, 124064, 124064]]","[[114, 117, 887, 887, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6213, 6214, 28542], [124064, 6214, 6151, 6213, 6151, 6213, 6214, 6213, 6214, 124064, 6151, 6214, 124064, 124064]]","[[35, 35, 35, 114, 117, 887, 887, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6213, 6214, 28542, 198653, 210871, 210871, 210871], [198653, 210871, 887, 124064, 6214, 6151, 6213, 6151, 6213, 6214, 6213, 6214, 124064, 6151, 6214, 124064, 124064, 887, 198653, 35, 887]]"
4584,1272,"[[13686], [1272]]","[[4584, 6184, 13686, 22563, 27535, 40135], [6184, 13686, 1272, 13686, 13686, 13686]]","[[4584, 4584, 4584, 6184, 6213, 6213, 6214, 8224, 8224, 8703, 8703, 13686, 19621, 22563, 22563, 23738, 27535, 36140, 40135, 51866], [6184, 6213, 6214, 13686, 6184, 6214, 6184, 22563, 23738, 27535, 51866, 1272, 6184, 13686, 36140, 22563, 13686, 22563, 13686, 27535]]"
4584,128,"[[114, 4584, 6213, 28487], [128, 6213, 128, 128]]","[[114, 887, 887, 4584, 4584, 6151, 6213, 6213, 28487], [128, 6151, 6213, 6151, 6213, 6213, 128, 6151, 128]]","[[35, 35, 35, 114, 887, 887, 4584, 4584, 6151, 6213, 6213, 28487, 198653, 210871, 210871, 210871], [198653, 210871, 887, 128, 6151, 6213, 6151, 6213, 6213, 128, 6151, 128, 887, 198653, 35, 887]]"
4584,13885,"[[90888], [13885]]","[[1365, 3229, 90888], [90888, 90888, 13885]]","[[1365, 3229, 4584, 6184, 29492, 29492, 30817, 90888, 144408], [90888, 90888, 6184, 3229, 144408, 3229, 3229, 13885, 3229]]"
4584,13917,"[[4584, 13885], [13885, 13917]]","[[4584, 13885, 90888], [13885, 13917, 13885]]","[[1365, 3229, 4584, 13885, 90888], [90888, 90888, 13885, 13917, 13885]]"
4584,168410,"[[4330, 6209, 6209, 23258, 28485, 28485], [168410, 168410, 28485, 168410, 168410, 23258]]","[[114, 114, 114, 4330, 4584, 4584, 6209, 6209, 6213, 6213, 6214, 6913, 12638, 23258, 28485, 28485, 85299, 136665], [136665, 23258, 28485, 168410, 6213, 6214, 168410, 28485, 28485, 6214, 23258, 4330, 4330, 168410, 168410, 23258, 23258, 23258]]","[[114, 114, 114, 117, 887, 887, 1365, 4330, 4584, 4584, 4584, 6151, 6151, 6209, 6209, 6213, 6213, 6213, 6214, 6913, 12631, 12638, 23258, 28485, 28485, 85299, 136665, 646286, 646289], [136665, 23258, 28485, 6214, 6151, 6213, 85299, 168410, 6151, 6213, 6214, 6213, 6214, 168410, 28485, 28485, 6151, 6214, 23258, 4330, 12638, 4330, 168410, 168410, 23258, 23258, 23258, 6913, 6913]]"
4584,188471,"[[1365, 1365, 4584, 4584, 6214, 6214, 188471, 628500], [188471, 628500, 6214, 628500, 188471, 628500, 628500, 188471]]","[[117, 1365, 1365, 4584, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6214, 6214, 188471, 628500], [6214, 188471, 628500, 6151, 6213, 6214, 628500, 6213, 6214, 6151, 6214, 188471, 628500, 628500, 188471]]","[[117, 887, 887, 1365, 1365, 4584, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6214, 6214, 188471, 628500], [6214, 6151, 6213, 188471, 628500, 6151, 6213, 6214, 628500, 6213, 6214, 6151, 6214, 188471, 628500, 628500, 188471]]"
4584,193742,"[[114, 4584, 4584, 6151, 6151, 6213, 6213], [193742, 6151, 6213, 193742, 6213, 193742, 6151]]","[[114, 887, 887, 4584, 4584, 6151, 6151, 6213, 6213], [193742, 6151, 6213, 6151, 6213, 193742, 6213, 193742, 6151]]","[[35, 35, 35, 114, 887, 887, 4584, 4584, 6151, 6151, 6213, 6213, 198653, 210871, 210871, 210871], [198653, 210871, 887, 193742, 6151, 6213, 6151, 6213, 193742, 6213, 193742, 6151, 887, 198653, 35, 887]]"
4584,28278,"[[117, 117, 910, 4584, 4584, 6213, 6213, 6214], [28278, 6214, 28278, 6213, 6214, 28278, 6214, 28278]]","[[117, 117, 887, 887, 906, 910, 910, 910, 4584, 4584, 4584, 5462, 5869, 6151, 6151, 6213, 6213, 6213, 6214, 25702, 77758], [28278, 6214, 6151, 6213, 910, 28278, 5462, 5869, 6151, 6213, 6214, 910, 910, 6213, 6214, 28278, 6151, 6214, 28278, 910, 910]]","[[35, 35, 35, 117, 117, 887, 887, 906, 910, 910, 910, 1365, 2696, 4584, 4584, 4584, 5462, 5869, 6151, 6151, 6213, 6213, 6213, 6214, 15076, 25702, 77758, 198653, 210871, 210871, 210871], [198653, 210871, 887, 28278, 6214, 6151, 6213, 910, 28278, 5462, 5869, 77758, 5869, 6151, 6213, 6214, 910, 910, 6213, 6214, 28278, 6151, 6214, 28278, 25702, 910, 910, 887, 198653, 35, 887]]"
4584,28287,"[[114, 28287, 28290, 28290, 56708, 56708, 56709], [28287, 56709, 28287, 56709, 28287, 56709, 28287]]","[[35, 35, 114, 12576, 12576, 28287, 28290, 28290, 56708, 56708, 56709], [12576, 28290, 28287, 28290, 56709, 56709, 28287, 56709, 28287, 56709, 28287]]","[[35, 35, 35, 35, 114, 887, 887, 4584, 6213, 12576, 12576, 12576, 28287, 28290, 28290, 56708, 56708, 56709, 82920, 83725, 210871, 210871, 210872, 210872], [12576, 210871, 28290, 887, 28287, 12576, 6213, 6213, 12576, 28290, 56709, 83725, 56709, 28287, 56709, 28287, 56709, 28287, 35, 12576, 35, 887, 210871, 35]]"
4584,293285,"[[293271], [293285]]","[[4584, 6213, 293271], [6213, 293271, 293285]]","[[887, 887, 4584, 4584, 6151, 6213, 6213, 293271], [6151, 6213, 6151, 6213, 6213, 293271, 6151, 293285]]"
4584,6151,"[[887, 887, 4584, 6151, 6213], [6151, 6213, 6213, 6213, 6151]]","[[35, 35, 35, 887, 887, 4584, 6151, 6213, 198653, 210871, 210871, 210871], [198653, 210871, 887, 6151, 6213, 6213, 6213, 6151, 887, 198653, 35, 887]]","[[35, 35, 35, 35, 35, 887, 887, 4584, 6151, 6213, 35061, 44514, 82920, 82920, 198653, 210871, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [198653, 210871, 273152, 35061, 887, 6151, 6213, 6213, 6213, 6151, 210871, 210871, 273152, 35, 887, 198653, 273152, 35, 887, 210871, 273152, 35, 210871]]"
4584,6155,"[[114, 4584, 4584, 4584, 6151, 6151, 6151, 6213, 6213, 6213, 6214], [6155, 6151, 6213, 6214, 6155, 6213, 6214, 6151, 6155, 6214, 6155]]","[[114, 117, 887, 887, 4584, 4584, 4584, 6151, 6151, 6151, 6213, 6213, 6213, 6214], [6155, 6214, 6151, 6213, 6151, 6213, 6214, 6155, 6213, 6214, 6151, 6155, 6214, 6155]]","[[35, 35, 35, 114, 117, 887, 887, 4584, 4584, 4584, 6151, 6151, 6151, 6213, 6213, 6213, 6214, 198653, 210871, 210871, 210871], [198653, 210871, 887, 6155, 6214, 6151, 6213, 6151, 6213, 6214, 6155, 6213, 6214, 6151, 6155, 6214, 6155, 887, 198653, 35, 887]]"
4584,6184,"[[4584, 4584, 6213, 6213, 6214, 19621], [6213, 6214, 6184, 6214, 6184, 6184]]","[[117, 887, 887, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6213, 6214, 19621, 19621, 853114, 853114, 853115, 853115, 853115, 853116], [6214, 6151, 6213, 6151, 6213, 6214, 6213, 6214, 6151, 6184, 6214, 6184, 6184, 853116, 19621, 853116, 19621, 853114, 853116, 19621]]","[[35, 35, 35, 117, 887, 887, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6213, 6214, 19621, 19621, 198653, 210871, 210871, 210871, 853114, 853114, 853115, 853115, 853115, 853116], [198653, 210871, 887, 6214, 6151, 6213, 6151, 6213, 6214, 6213, 6214, 6151, 6184, 6214, 6184, 6184, 853116, 887, 198653, 35, 887, 19621, 853116, 19621, 853114, 853116, 19621]]"
4584,6196,"[[114, 4584, 6214], [6196, 6214, 6196]]","[[114, 117, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6214], [6196, 6214, 6151, 6213, 6214, 6213, 6214, 6151, 6214, 6196]]","[[114, 117, 887, 887, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6214], [6196, 6214, 6151, 6213, 6151, 6213, 6214, 6213, 6214, 6151, 6214, 6196]]"
4584,6210,"[[4584, 6213, 6213, 28350, 28489], [6213, 28350, 6210, 6210, 6210]]","[[114, 887, 887, 4584, 4584, 6151, 6213, 6213, 6213, 28350, 28489], [28350, 6151, 6213, 6151, 6213, 6213, 28350, 6151, 6210, 6210, 6210]]","[[35, 35, 35, 114, 887, 887, 4584, 4584, 6151, 6213, 6213, 6213, 28350, 28489, 198653, 210871, 210871, 210871], [198653, 210871, 887, 28350, 6151, 6213, 6151, 6213, 6213, 28350, 6151, 6210, 6210, 6210, 887, 198653, 35, 887]]"
4584,6213,"[[887, 887, 4584, 6151, 6213], [6151, 6213, 6151, 6213, 6151]]","[[35, 35, 35, 887, 887, 4584, 6151, 6213, 198653, 210871, 210871, 210871], [198653, 210871, 887, 6151, 6213, 6151, 6213, 6151, 887, 198653, 35, 887]]","[[35, 35, 35, 35, 35, 887, 887, 4584, 6151, 6213, 35061, 44514, 82920, 82920, 198653, 210871, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [198653, 210871, 273152, 35061, 887, 6151, 6213, 6151, 6213, 6151, 210871, 210871, 273152, 35, 887, 198653, 273152, 35, 887, 210871, 273152, 35, 210871]]"
4584,6214,"[[117, 4584, 4584, 6151, 6151, 6213, 6213], [6214, 6151, 6213, 6213, 6214, 6151, 6214]]","[[117, 887, 887, 4584, 4584, 6151, 6151, 6213, 6213], [6214, 6151, 6213, 6151, 6213, 6213, 6214, 6151, 6214]]","[[35, 35, 35, 117, 887, 887, 4584, 4584, 6151, 6151, 6213, 6213, 198653, 210871, 210871, 210871], [198653, 210871, 887, 6214, 6151, 6213, 6151, 6213, 6213, 6214, 6151, 6214, 887, 198653, 35, 887]]"
4584,628500,"[[1365, 1365, 4584, 4584, 6214, 6214, 188471, 628500], [188471, 628500, 188471, 6214, 188471, 628500, 628500, 188471]]","[[117, 1365, 1365, 4584, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6214, 6214, 188471, 628500], [6214, 188471, 628500, 188471, 6151, 6213, 6214, 6213, 6214, 6151, 6214, 188471, 628500, 628500, 188471]]","[[117, 887, 887, 1365, 1365, 4584, 4584, 4584, 4584, 6151, 6151, 6213, 6213, 6214, 6214, 188471, 628500], [6214, 6151, 6213, 188471, 628500, 188471, 6151, 6213, 6214, 6213, 6214, 6151, 6214, 188471, 628500, 628500, 188471]]"
4584,628815,"[[4584, 6213], [6213, 628815]]","[[887, 887, 4584, 4584, 6151, 6213, 6213], [6151, 6213, 6151, 6213, 6213, 6151, 628815]]","[[35, 35, 35, 887, 887, 4584, 4584, 6151, 6213, 6213, 198653, 210871, 210871, 210871], [198653, 210871, 887, 6151, 6213, 6151, 6213, 6213, 6151, 628815, 887, 198653, 35, 887]]"
4584,976334,"[[114, 114, 887, 4584, 6196, 6216], [6196, 976334, 976334, 6196, 976334, 976334]]","[[35, 35, 35, 114, 114, 887, 4584, 4584, 6196, 6214, 6216, 198653, 210871, 210871, 210871], [198653, 210871, 887, 6196, 976334, 976334, 6196, 6214, 976334, 6196, 976334, 887, 198653, 35, 887]]","[[35, 35, 35, 35, 35, 114, 114, 117, 887, 887, 887, 4584, 4584, 4584, 4584, 6151, 6151, 6196, 6213, 6213, 6214, 6216, 35061, 44514, 82920, 82920, 198653, 210871, 210871, 210871, 210871, 210872, 210872, 210872, 273152], [198653, 210871, 273152, 35061, 887, 6196, 976334, 6214, 6151, 6213, 976334, 6151, 6196, 6213, 6214, 6213, 6214, 976334, 6151, 6214, 6196, 976334, 210871, 210871, 273152, 35, 887, 198653, 273152, 35, 887, 210871, 273152, 35, 210871]]"
4649,1105887,"[[75121], [1105887]]","[[75121, 85688, 267003], [1105887, 75121, 75121]]","[[434, 1272, 4649, 75121, 85688, 267003], [267003, 85688, 434, 1105887, 75121, 75121]]"
4649,135765,"[[4649, 135766], [135766, 135765]]","[[4649, 135766], [135766, 135765]]","[[4649, 135766], [135766, 135765]]"
4649,434,"[[114, 4649, 6213, 8703, 10798, 10798], [434, 8703, 434, 434, 434, 8703]]","[[114, 887, 887, 4584, 4584, 4649, 6151, 6213, 6213, 8703, 10435, 10798, 10798, 85688], [434, 6151, 6213, 6151, 6213, 8703, 6213, 434, 6151, 434, 8703, 434, 8703, 8703]]","[[35, 35, 35, 114, 887, 887, 1272, 4584, 4584, 4584, 4649, 6151, 6213, 6213, 8703, 10435, 10435, 10798, 10798, 22563, 22563, 22563, 22564, 22564, 22566, 85688, 198653, 210871, 210871, 210871], [198653, 210871, 887, 434, 6151, 6213, 85688, 1272, 6151, 6213, 8703, 6213, 434, 6151, 434, 22566, 8703, 434, 8703, 10435, 22564, 22566, 10435, 22566, 10435, 8703, 887, 198653, 35, 887]]"
4649,449841,"[[4649, 4649, 6917, 135766, 135766], [135766, 6917, 449841, 449841, 6917]]","[[1272, 2440, 4649, 4649, 4649, 6917, 135765, 135766, 135766, 135766], [6917, 6917, 135765, 135766, 6917, 449841, 6917, 135765, 449841, 6917]]","[[1272, 2440, 4584, 4649, 4649, 4649, 6917, 13686, 37483, 135765, 135766, 135766, 135766], [6917, 6917, 1272, 135765, 135766, 6917, 449841, 1272, 2440, 6917, 135765, 449841, 6917]]"
4649,6917,"[[1272, 2440, 4649, 4649, 135765, 135766, 135766], [6917, 6917, 135765, 135766, 6917, 135765, 6917]]","[[1272, 2440, 4584, 4649, 4649, 13686, 37483, 135765, 135766, 135766], [6917, 6917, 1272, 135765, 135766, 1272, 2440, 6917, 135765, 6917]]","[[1272, 2440, 4584, 4584, 4649, 4649, 6184, 13686, 22563, 27535, 37483, 40135, 64519, 135765, 135766, 135766], [6917, 6917, 1272, 6184, 135765, 135766, 13686, 1272, 13686, 13686, 2440, 13686, 37483, 6917, 135765, 6917]]"
4660,18615,"[[1272, 2440, 2653, 6935, 12182, 18619, 18619], [18615, 18615, 4660, 18615, 4660, 18615, 4660]]","[[1272, 2440, 2653, 4584, 4804, 4804, 6935, 10798, 12182, 12210, 12210, 13686, 18619, 18619, 19231, 27627, 28649, 37483, 63915, 101811], [18615, 18615, 4660, 1272, 12182, 12210, 18615, 18619, 4660, 12182, 4804, 1272, 18615, 4660, 18619, 18619, 12182, 2440, 6935, 6935]]","[[1272, 2440, 2653, 4584, 4584, 4804, 4804, 6184, 6935, 9515, 10177, 10177, 10177, 10798, 12182, 12210, 12210, 12350, 12350, 12350, 13686, 18619, 18619, 19231, 22563, 22563, 22563, 23738, 23738, 24966, 27535, 27627, 28649, 36140, 36140, 37483, 40135, 63915, 64519, 101811], [18615, 18615, 4660, 1272, 6184, 12182, 12210, 13686, 18615, 4804, 12210, 4804, 9515, 18619, 4660, 12182, 4804, 101811, 12210, 4804, 1272, 18615, 4660, 18619, 13686, 36140, 63915, 101811, 22563, 27627, 13686, 18619, 12182, 22563, 63915, 2440, 13686, 6935, 37483, 6935]]"
4660,429781,"[[2653, 4660, 12182, 12182, 18615, 18619, 18619, 33325], [4660, 18615, 429781, 4660, 4660, 18615, 4660, 429781]]","[[1272, 2440, 2653, 4660, 4804, 4804, 6935, 10798, 12182, 12182, 12210, 12210, 18615, 18619, 18619, 19231, 27627, 28649, 33325], [18615, 18615, 4660, 18615, 12182, 12210, 18615, 18619, 429781, 4660, 12182, 4804, 4660, 18615, 4660, 18619, 18619, 12182, 429781]]","[[1272, 2440, 2653, 4584, 4660, 4804, 4804, 6935, 9515, 10177, 10177, 10177, 10798, 12182, 12182, 12210, 12210, 12350, 12350, 12350, 13686, 18615, 18619, 18619, 19231, 24966, 27627, 28649, 33325, 37483, 63915, 101811], [18615, 18615, 4660, 1272, 18615, 12182, 12210, 18615, 4804, 12210, 4804, 9515, 18619, 429781, 4660, 12182, 4804, 101811, 12210, 4804, 1272, 4660, 18615, 4660, 18619, 27627, 18619, 12182, 429781, 2440, 6935, 6935]]"
4660,5038,"[[2653, 2653, 4660, 12182, 12182, 12182, 18615, 18619, 18619, 38722, 38722, 65650], [4660, 65650, 18615, 4660, 5038, 65650, 4660, 18615, 4660, 5038, 65650, 5038]]","[[1272, 2440, 2653, 2653, 4660, 4804, 4804, 6935, 10798, 11342, 12182, 12182, 12182, 12195, 12210, 12210, 12210, 18615, 18619, 18619, 19231, 23738, 23738, 27627, 28649, 38722, 38722, 65650, 67415, 67415], [18615, 18615, 4660, 65650, 18615, 12182, 12210, 18615, 18619, 65650, 4660, 5038, 65650, 38722, 12182, 4804, 67415, 4660, 18615, 4660, 18619, 11342, 65650, 18619, 12182, 5038, 65650, 5038, 12195, 38722]]","[[1272, 2440, 2653, 2653, 4584, 4660, 4804, 4804, 6935, 8224, 8224, 9515, 10177, 10177, 10177, 10177, 10798, 11342, 11342, 12182, 12182, 12182, 12195, 12195, 12210, 12210, 12210, 12350, 12350, 12350, 12350, 12350, 13686, 18615, 18619, 18619, 19231, 23738, 23738, 23738, 24966, 24966, 27627, 27895, 28649, 37483, 38722, 38722, 38722, 51180, 51180, 63915, 65650, 67415, 67415, 67415, 79809, 101811], [18615, 18615, 4660, 65650, 1272, 18615, 12182, 12210, 18615, 11342, 23738, 4804, 12210, 4804, 67415, 9515, 18619, 65650, 79809, 4660, 5038, 65650, 38722, 51180, 12182, 4804, 67415, 101811, 12195, 12210, 4804, 67415, 1272, 4660, 18615, 4660, 18619, 101811, 11342, 65650, 27627, 79809, 18619, 23738, 12182, 2440, 5038, 51180, 65650, 12195, 12350, 6935, 5038, 12195, 38722, 51180, 11342, 6935]]"
4660,582343,"[[2440, 2440, 2653, 4660, 12182, 18615, 18615, 18619, 18619, 25794, 46452], [18615, 582343, 4660, 18615, 4660, 4660, 582343, 18615, 4660, 582343, 582343]]","[[1272, 2440, 2440, 2653, 4660, 4804, 4804, 6935, 10798, 12182, 12210, 12210, 18615, 18615, 18619, 18619, 19231, 25794, 27627, 28649, 37483, 46452, 50838], [18615, 18615, 582343, 4660, 18615, 12182, 12210, 18615, 18619, 4660, 12182, 4804, 4660, 582343, 18615, 4660, 18619, 582343, 18619, 12182, 2440, 582343, 25794]]","[[1272, 2440, 2440, 2653, 4584, 4660, 4804, 4804, 6935, 9515, 10177, 10177, 10177, 10798, 12182, 12210, 12210, 12350, 12350, 12350, 13686, 18615, 18615, 18619, 18619, 19231, 24966, 25794, 27627, 28649, 37483, 46452, 50838, 63915, 64519, 101811], [18615, 18615, 582343, 4660, 1272, 18615, 12182, 12210, 18615, 4804, 12210, 4804, 9515, 18619, 4660, 12182, 4804, 101811, 12210, 4804, 1272, 4660, 582343, 18615, 4660, 18619, 27627, 582343, 18619, 12182, 2440, 582343, 25794, 6935, 37483, 6935]]"
4804,1112574,"[[4804, 9515, 10177, 10177, 10177, 10177, 12210, 12210, 12350, 12350], [12210, 4804, 1112574, 12210, 4804, 9515, 1112574, 4804, 12210, 4804]]","[[4804, 9515, 10177, 10177, 10177, 10177, 10177, 12210, 12210, 12350, 12350, 15429, 15429, 15429, 51180], [12210, 4804, 1112574, 12210, 15429, 4804, 9515, 1112574, 4804, 12210, 4804, 10177, 12350, 9515, 12350]]","[[4804, 9515, 10177, 10177, 10177, 10177, 10177, 10177, 12195, 12195, 12210, 12210, 12210, 12350, 12350, 12350, 12350, 15429, 15429, 15429, 38722, 51180, 51180, 67415, 67415, 67415], [12210, 4804, 1112574, 12210, 15429, 4804, 67415, 9515, 38722, 51180, 1112574, 4804, 67415, 12195, 12210, 4804, 67415, 10177, 12350, 9515, 51180, 12195, 12350, 12195, 38722, 51180]]"
